id,topic,language,created_at,source,status,input_text,contains_code,tags,safety_flag,quality_score
1052,economics,en,2025-07-20T09:37:41,import,draft,Q1052 (en/economics): analyze classify normalize analyze pipeline analyze explain analyze field dataset benefit strategy pipeline.,0,creative,0,31.46
1053,education,de,2025-05-26T09:38:41,synthetic,draft,Q1053 (de/education): normalize policy cost impact analyze evaluate embedding explain predict trend.,0,long,1,32.03
1054,education,fr,2025-09-03T09:21:41,synthetic,draft,Q1054 (fr/education): benefit field response trend summarize dataset strategy outline benefit visualize Include figure 948 and version 5.5..,0,"math,summary",0,51.01
1055,literature,en,2025-05-21T09:25:41,user,draft,Q1055 (en/literature): query index dataset visualize impact index field cost token evaluate compare explain explain field.,0,factual,0,30.09
1056,technology,it,2025-05-22T13:07:41,user,curated,Q1056 (it/technology): risk classify design index analyze outline outline classify compare table field regulation pipeline Example: for(i=0;i<n;i++){ compute(); }.,1,short,1,79.64
1057,literature,es,2025-05-15T11:00:41,user,curated,Q1057 (es/literature): field impact predict design format risk pipeline compare index pipeline visualize Include figure 276 and version 1.3..,0,"howto,reasoning",1,50.11
1058,healthcare,es,2025-05-20T09:13:41,import,draft,Q1058 (es/healthcare): outline policy predict regulation token strategy evaluate impact compose response Include figure 296 and version 3.0..,0,"factual,math,narrative",1,46.42
1059,art,en,2025-11-04T09:16:41,import,draft,Q1059 (en/art): table pipeline cost query dataset query table normalize prompt embedding index.,0,"howto,short",0,35.46
1060,healthcare,de,2025-08-18T10:27:41,user,draft,Q1060 (de/healthcare): cost normalize policy strategy compare classify impact compose analyze visualize compose.,0,"howto,reasoning",1,34.36
1061,food,en,2025-11-01T10:59:41,synthetic,draft,Q1061 (en/food): outline query trend query analyze embedding trend strategy explain regulation.,0,"factual,long",1,36.81
1062,travel,fr,2025-07-12T11:38:41,import,curated,Q1062 (fr/travel): design classify token classify trend token prompt benefit pipeline.,0,"code,explanatory,howto",0,32.59
1063,geography,fr,2025-05-22T10:00:41,user,draft,Q1063 (fr/geography): visualize compare visualize design compose response policy query strategy token risk.,0,"creative,long,narrative",1,24.51
1064,finance,en,2025-06-08T09:13:41,import,draft,Q1064 (en/finance): policy design trend analyze dataset field benefit evaluate visualize.,0,"factual,summary",1,20.11
1065,economics,es,2025-06-11T09:53:41,user,draft,Q1065 (es/economics): impact prompt impact impact impact visualize embedding analyze classify.,0,"explanatory,howto,long",0,24.33
1066,science,es,2025-10-30T10:15:41,user,curated,Q1066 (es/science): cost table field strategy prompt dataset regulation benefit token response predict query field Example: for(i=0;i<n;i++){ compute(); } Include figure 257 and version 3.8..,1,"reasoning,short",1,85.69
1067,science,it,2025-07-15T09:30:41,user,rejected,Q1067 (it/science): visualize field table response index predict compose trend predict normalize risk predict.,0,"narrative,short",1,33.3
1068,education,en,2025-05-27T09:04:41,user,draft,Q1068 (en/education): strategy explain impact cost token prompt outline regulation regulation pipeline token outline risk classify.,0,long,1,57.61
1069,finance,en,2025-08-21T09:34:41,import,draft,Q1069 (en/finance): index response design query regulation summarize embedding normalize field response outline benefit compare cost.,0,code,1,41.57
1070,art,en,2025-07-24T09:53:41,user,draft,Q1070 (en/art): query policy normalize table impact strategy compare benefit token prompt prompt.,0,"explanatory,math,reasoning",1,37.11
1071,science,es,2025-09-02T09:28:41,user,draft,Q1071 (es/science): token outline predict prompt dataset visualize classify prompt Example: for(i=0;i<n;i++){ compute(); }.,1,"code,explanatory,math",0,62.7
1072,education,es,2025-09-24T10:21:41,user,curated,Q1072 (es/education): embedding trend strategy pipeline table evaluate prompt query index dataset token trend.,0,code,0,36.6
1073,geography,en,2025-10-23T09:36:41,user,curated,Q1073 (en/geography): summarize table response predict visualize strategy table format.,0,"factual,reasoning,short",0,24.9
1074,healthcare,en,2025-10-09T09:54:41,import,curated,Q1074 (en/healthcare): design evaluate risk field format predict format query field outline design Include figure 894 and version 4.0..,0,"explanatory,narrative,summary",1,46.91
1075,science,en,2025-07-07T09:02:41,user,curated,Q1075 (en/science): summarize risk evaluate response strategy cost outline query compare field.,0,"factual,long,tabular",1,30.42
1076,economics,es,2025-07-22T09:45:41,user,draft,Q1076 (es/economics): compose token benefit impact format strategy outline cost classify compare outline.,0,howto,0,36.59
1077,technology,fr,2025-11-07T11:16:41,user,draft,Q1077 (fr/technology): summarize explain field field prompt prompt impact query trend index strategy.,0,"howto,tabular",0,28.18
1078,geography,en,2025-08-09T09:51:41,user,draft,Q1078 (en/geography): token dataset summarize embedding summarize table policy design explain dataset field format.,0,"code,math,summary",1,26.56
1079,economics,en,2025-08-04T09:18:41,user,curated,Q1079 (en/economics): table dataset analyze regulation explain index explain pipeline impact policy evaluate.,0,"explanatory,long,short",1,28.65
1080,geography,fr,2025-10-15T09:29:41,user,draft,Q1080 (fr/geography): summarize visualize analyze compose policy pipeline field compose trend design risk benefit predict format.,0,"explanatory,narrative,short",1,28.77
1081,literature,en,2025-08-13T09:42:41,import,curated,Q1081 (en/literature): token cost explain trend outline index regulation compose format Include figure 959 and version 5.4..,0,"factual,math,tabular",1,47.32
1082,science,en,2025-11-09T10:52:41,user,curated,Q1082 (en/science): classify analyze normalize compose table cost outline prompt Example: for(i=0;i<n;i++){ compute(); }.,1,code,0,64.6
1083,healthcare,en,2025-10-20T09:33:41,synthetic,draft,Q1083 (en/healthcare): explain table compose cost prompt trend summarize impact explain predict.,0,"reasoning,tabular",0,37.14
1084,finance,en,2025-09-27T11:10:41,user,draft,Q1084 (en/finance): predict outline token compare regulation compare predict summarize risk.,0,math,1,21.72
1085,education,de,2025-07-08T09:28:41,user,curated,Q1085 (de/education): trend embedding cost design evaluate table token analyze compose cost Example: for(i=0;i<n;i++){ compute(); }.,1,long,0,67.83
1086,economics,de,2025-06-16T11:07:41,synthetic,curated,Q1086 (de/economics): prompt explain pipeline pipeline format token predict visualize.,0,howto,0,23.59
1087,sports,fr,2025-07-23T09:15:41,user,curated,Q1087 (fr/sports): strategy trend classify benefit dataset field design classify index.,0,"code,factual,reasoning",0,33.23
1088,technology,de,2025-07-15T09:30:41,synthetic,curated,Q1088 (de/technology): embedding evaluate benefit summarize summarize strategy embedding analyze.,0,howto,0,22.11
1089,geography,fr,2025-10-29T09:07:41,synthetic,draft,Q1089 (fr/geography): analyze impact compose query design predict regulation embedding classify analyze index dataset policy.,0,creative,1,29.74
1090,food,en,2025-05-28T08:58:41,user,draft,Q1090 (en/food): cost policy compose response field response summarize pipeline table explain benefit.,0,"explanatory,narrative",1,33.88
1091,history,en,2025-08-12T09:25:41,import,draft,Q1091 (en/history): index compare pipeline risk benefit index normalize index policy regulation Include figure 593 and version 4.5..,0,"creative,short",1,44.56
1092,sports,es,2025-09-06T09:30:41,import,curated,Q1092 (es/sports): compare impact outline policy trend trend prompt dataset pipeline pipeline.,0,"howto,short,summary",1,18.2
1093,environment,it,2025-07-10T10:59:41,import,draft,Q1093 (it/environment): predict impact field strategy normalize explain explain outline regulation response table explain compose classify.,0,factual,1,36.55
1094,environment,en,2025-05-31T13:43:41,synthetic,draft,Q1094 (en/environment): evaluate classify normalize normalize policy summarize token dataset risk benefit evaluate evaluate Include figure 139 and version 5.6..,0,math,1,46.01
1095,economics,en,2025-09-04T09:05:41,synthetic,draft,Q1095 (en/economics): response table token query cost field prompt policy embedding compare evaluate normalize compare trend Include figure 290 and version 3.0..,0,"narrative,reasoning",1,65.85
1096,finance,de,2025-10-28T10:28:41,user,curated,Q1096 (de/finance): risk table summarize cost normalize field predict design format.,0,"explanatory,howto,short",1,28.44
1097,entertainment,en,2025-10-14T09:22:41,user,draft,Q1097 (en/entertainment): response outline policy prompt response cost field compare response normalize embedding Include figure 487 and version 5.5..,0,creative,1,50.29
1098,education,en,2025-09-14T09:47:41,synthetic,curated,Q1098 (en/education): query response predict field compare pipeline regulation policy predict field regulation Include figure 287 and version 3.9..,0,"narrative,reasoning",1,49.1
1099,history,en,2025-08-30T10:20:41,user,curated,Q1099 (en/history): dataset regulation risk explain trend outline response compose trend index predict query.,0,"code,creative,summary",1,29.12
1100,geography,en,2025-06-03T09:14:41,synthetic,curated,Q1100 (en/geography): analyze format query query summarize visualize analyze benefit strategy visualize visualize benefit evaluate summarize.,0,reasoning,0,33.41
1101,environment,es,2025-06-20T09:32:41,user,curated,Q1101 (es/environment): table predict regulation dataset risk prompt outline query predict.,0,"short,tabular",1,26.46
1102,environment,en,2025-09-29T09:52:41,user,rejected,Q1102 (en/environment): analyze summarize query benefit impact strategy index evaluate token policy design Include figure 523 and version 1.0..,0,short,1,60.14
1103,technology,en,2025-07-15T09:12:41,synthetic,draft,Q1103 (en/technology): compare regulation impact response query field compare embedding embedding table format table Include figure 36 and version 1.8..,0,"explanatory,short",1,50.25
1104,entertainment,fr,2025-09-09T10:12:41,user,curated,Q1104 (fr/entertainment): format summarize pipeline analyze analyze strategy evaluate token.,0,"creative,explanatory,short",0,34.91
1105,history,es,2025-06-06T10:41:41,synthetic,curated,Q1105 (es/history): outline predict cost trend index trend design compare Include figure 312 and version 3.0..,0,"code,factual,long",0,28.3
1106,technology,en,2025-06-10T10:23:41,import,draft,Q1106 (en/technology): response impact benefit pipeline evaluate classify embedding risk compose trend format evaluate table analyze.,0,"explanatory,factual,short",1,36.12
1107,healthcare,fr,2025-08-25T11:36:41,user,curated,Q1107 (fr/healthcare): design classify summarize response regulation index field classify design trend evaluate compare compose Include figure 89 and version 4.7..,0,"creative,howto,tabular",1,65.04
1108,geography,en,2025-09-18T09:52:41,synthetic,rejected,Q1108 (en/geography): field policy index table predict prompt design prompt strategy visualize compose Include figure 540 and version 3.7..,0,factual,1,40.2
1109,literature,es,2025-07-02T10:00:41,user,curated,Q1109 (es/literature): normalize explain token evaluate outline compose policy compose embedding predict evaluate impact benefit Include figure 889 and version 1.8..,0,"long,short",1,57.49
1110,science,en,2025-07-19T14:51:41,user,rejected,Q1110 (en/science): analyze risk analyze compare benefit token classify embedding Include figure 431 and version 5.4..,0,reasoning,1,35.47
1111,travel,en,2025-07-07T10:00:41,user,draft,Q1111 (en/travel): impact prompt regulation risk field format design prompt strategy token policy summarize Include figure 271 and version 4.9..,0,"explanatory,factual,narrative",1,47.23
1112,environment,en,2025-09-15T11:27:41,import,rejected,Q1112 (en/environment): analyze summarize design table prompt token regulation field format evaluate compose design risk compare.,0,"factual,tabular",1,32.65
1113,technology,en,2025-06-03T09:23:41,user,draft,Q1113 (en/technology): trend predict response strategy classify summarize embedding risk Include figure 471 and version 2.1..,0,explanatory,1,44.36
1114,literature,en,2025-09-04T09:18:41,user,draft,Q1114 (en/literature): index analyze regulation design table strategy strategy policy embedding benefit.,0,"factual,long,short",1,32.94
1115,technology,de,2025-05-21T09:37:41,user,draft,Q1115 (de/technology): evaluate design risk regulation token summarize risk evaluate design prompt visualize table prompt embedding Example: for(i=0;i<n;i++){ compute(); }.,1,short,1,71.53
1116,art,en,2025-10-12T10:43:41,user,curated,Q1116 (en/art): explain field pipeline embedding pipeline query cost risk field policy impact embedding token design Include figure 652 and version 1.7..,0,"math,tabular",1,53.81
1117,science,it,2025-06-23T10:29:41,user,curated,Q1117 (it/science): dataset trend field normalize outline predict compose response impact risk cost explain.,0,"explanatory,long,summary",1,41.95
1118,education,en,2025-05-24T10:52:41,import,curated,Q1118 (en/education): table prompt cost normalize index outline summarize dataset classify pipeline normalize.,0,"creative,factual,short",0,30.31
1119,literature,en,2025-05-23T11:34:41,import,draft,Q1119 (en/literature): response dataset field format compose impact impact explain predict index.,0,code,0,27.72
1120,science,en,2025-08-12T09:21:41,synthetic,rejected,Q1120 (en/science): trend cost table cost strategy risk benefit index Include figure 238 and version 5.3..,0,"code,reasoning,short",1,36.42
1121,sports,it,2025-11-06T10:24:41,import,rejected,Q1121 (it/sports): visualize response visualize prompt cost compare format visualize.,0,"math,short,tabular",0,34.98
1122,travel,en,2025-11-03T09:25:41,user,draft,Q1122 (en/travel): cost prompt trend embedding index benefit table outline trend Include figure 323 and version 1.7..,0,"explanatory,howto,reasoning",0,38.79
1123,education,it,2025-07-31T11:09:41,import,rejected,Q1123 (it/education): summarize prompt prompt regulation embedding trend query dataset design Include figure 83 and version 5.0..,0,howto,1,51.24
1124,science,de,2025-07-07T09:44:41,user,rejected,Q1124 (de/science): analyze dataset summarize format risk benefit risk query embedding predict trend risk token Include figure 783 and version 3.6..,0,explanatory,1,53.6
1125,technology,en,2025-06-25T11:23:41,user,curated,Q1125 (en/technology): dataset response compare dataset normalize benefit regulation cost policy dataset cost Include figure 808 and version 1.3..,0,"code,creative,reasoning",1,56.42
1126,technology,en,2025-08-27T09:10:41,user,draft,Q1126 (en/technology): classify cost regulation response design compare visualize risk policy visualize explain prompt explain.,0,"long,reasoning,short",1,29.99
1127,healthcare,en,2025-10-14T09:52:41,import,draft,Q1127 (en/healthcare): response analyze token trend dataset index table strategy cost embedding strategy query field risk.,0,"code,explanatory,math",1,38.28
1128,food,fr,2025-07-19T09:50:41,synthetic,rejected,Q1128 (fr/food): token classify analyze cost cost regulation evaluate impact risk design summarize impact normalize classify.,0,"math,tabular",1,29.47
1129,art,it,2025-08-30T09:01:41,user,draft,Q1129 (it/art): index impact compose pipeline classify normalize table cost policy compare compare risk.,0,long,1,20.57
1130,literature,it,2025-10-24T09:23:41,user,draft,Q1130 (it/literature): impact index visualize compose compose strategy cost design predict field.,0,factual,0,27.41
1131,finance,es,2025-10-24T09:23:41,user,draft,Q1131 (es/finance): format summarize compare response field outline benefit normalize token.,0,creative,0,20.39
1132,economics,it,2025-08-27T09:06:41,synthetic,draft,Q1132 (it/economics): predict design normalize summarize risk compose analyze dataset design index embedding Include figure 753 and version 4.1..,0,long,1,63.7
1133,geography,en,2025-10-16T09:12:41,user,draft,Q1133 (en/geography): compare index benefit index summarize classify explain policy predict.,0,code,1,25.26
1134,literature,en,2025-11-05T10:03:41,user,draft,Q1134 (en/literature): index evaluate embedding evaluate evaluate trend format predict classify cost token dataset normalize.,0,"explanatory,factual,narrative",0,43.54
1135,art,de,2025-06-11T09:30:41,import,rejected,Q1135 (de/art): analyze benefit embedding explain strategy query explain compose visualize classify Include figure 552 and version 1.1..,0,"explanatory,reasoning",0,47.16
1136,education,en,2025-10-13T11:22:41,user,draft,Q1136 (en/education): response normalize outline design benefit classify explain format.,0,"factual,math",0,32.84
1137,finance,fr,2025-08-31T09:47:41,user,draft,Q1137 (fr/finance): benefit dataset compose visualize normalize normalize classify impact visualize outline benefit index.,0,"long,math",0,55.63
1138,art,es,2025-10-05T10:54:41,user,curated,Q1138 (es/art): predict strategy explain explain evaluate policy compose normalize analyze policy format predict.,0,"code,factual,long",1,34.62
1139,art,it,2025-10-11T10:26:41,import,curated,Q1139 (it/art): strategy table design response compare table token compose benefit benefit.,0,"code,howto,tabular",0,31.31
1140,art,de,2025-11-09T10:31:41,import,draft,Q1140 (de/art): compare query strategy response compose compose benefit dataset predict index summarize compose Include figure 109 and version 1.4..,0,"howto,long,tabular",0,50.08
1141,science,en,2025-10-03T10:20:41,user,curated,Q1141 (en/science): normalize token benefit visualize risk pipeline risk summarize compare cost Example: for(i=0;i<n;i++){ compute(); }.,1,code,1,58.13
1142,finance,en,2025-06-29T09:41:41,user,draft,Q1142 (en/finance): compose table explain response token prompt strategy trend design table visualize embedding format pipeline.,0,"long,reasoning,summary",0,47.16
1143,history,de,2025-07-30T08:54:41,user,draft,Q1143 (de/history): outline predict explain policy trend analyze compare evaluate table dataset risk.,0,"code,creative,narrative",1,23.17
1144,literature,it,2025-08-15T12:03:41,synthetic,draft,Q1144 (it/literature): evaluate embedding token regulation prompt embedding index classify trend compose.,0,"factual,howto,short",1,30.34
1145,finance,es,2025-10-24T10:22:41,user,draft,Q1145 (es/finance): evaluate regulation field classify response classify cost analyze outline normalize predict.,0,"math,short",1,29.01
1146,literature,fr,2025-10-26T11:16:41,import,curated,Q1146 (fr/literature): embedding index embedding cost impact format design dataset query summarize compare outline evaluate compare.,0,"narrative,tabular",0,45.93
1147,healthcare,en,2025-11-02T09:35:41,synthetic,curated,Q1147 (en/healthcare): visualize response evaluate compose index analyze summarize compose response token design design regulation compose.,0,explanatory,1,49.19
1148,education,it,2025-11-06T12:21:41,user,draft,Q1148 (it/education): cost predict cost analyze cost compare compare trend response.,0,"creative,reasoning",0,23.05
1149,food,en,2025-09-19T09:53:41,synthetic,curated,Q1149 (en/food): impact compare classify format policy benefit policy response query Include figure 279 and version 3.5..,0,"howto,long,short",1,28.41
1150,technology,en,2025-06-20T10:48:41,user,curated,Q1150 (en/technology): outline strategy field strategy explain response field classify compare embedding policy query.,0,"explanatory,math",1,36.99
1151,finance,en,2025-05-18T12:07:41,user,draft,Q1151 (en/finance): trend analyze format risk outline explain query compose dataset dataset explain pipeline.,0,"math,reasoning,short",1,35.18
1152,food,en,2025-08-07T09:47:41,user,draft,Q1152 (en/food): impact predict outline normalize index analyze compose classify format Include figure 337 and version 2.9..,0,creative,0,46.89
1153,science,en,2025-08-08T10:59:41,import,curated,Q1153 (en/science): compose response embedding benefit table dataset analyze analyze token regulation trend strategy Include figure 26 and version 2.9..,0,"explanatory,factual,tabular",1,50.46
1154,environment,es,2025-11-03T10:29:41,user,curated,Q1154 (es/environment): risk pipeline format field prompt query outline strategy summarize summarize predict prompt table strategy Include figure 215 and version 5.6..,0,creative,1,58.86
1155,entertainment,en,2025-10-12T09:39:41,user,curated,Q1155 (en/entertainment): classify design design query compose embedding pipeline response Include figure 400 and version 4.1..,0,"howto,summary",0,58.25
1156,travel,en,2025-11-06T09:49:41,user,curated,Q1156 (en/travel): table classify design evaluate table dataset pipeline table.,0,"factual,howto",0,19.53
1157,education,en,2025-07-20T10:36:41,user,rejected,Q1157 (en/education): visualize risk evaluate predict outline predict summarize impact benefit Include figure 410 and version 1.7..,0,"creative,explanatory,howto",1,44.67
1158,technology,fr,2025-09-18T11:02:41,import,draft,Q1158 (fr/technology): explain summarize visualize visualize policy trend impact pipeline dataset evaluate response outline analyze.,0,"long,narrative",1,27.31
1159,science,en,2025-10-08T09:25:41,user,draft,Q1159 (en/science): compare visualize policy visualize prompt predict predict summarize pipeline predict.,0,"math,short",1,34.53
1160,healthcare,en,2025-07-09T08:56:41,import,draft,Q1160 (en/healthcare): cost design strategy classify prompt embedding compare format table policy index pipeline policy.,0,reasoning,1,44.67
1161,technology,fr,2025-06-05T10:05:41,synthetic,draft,Q1161 (fr/technology): classify compose pipeline predict index classify trend response benefit format analyze dataset.,0,"reasoning,tabular",0,32.66
1162,environment,en,2025-05-27T09:29:41,import,draft,Q1162 (en/environment): prompt regulation explain embedding response classify summarize classify.,0,"long,summary,tabular",1,26.08
1163,finance,es,2025-09-06T10:40:41,import,draft,Q1163 (es/finance): policy summarize classify evaluate trend evaluate outline explain normalize dataset compare risk index.,0,"reasoning,summary",1,36.32
1164,sports,de,2025-08-20T09:08:41,import,draft,Q1164 (de/sports): predict dataset token classify query outline predict benefit trend response analyze explain.,0,"code,long",0,27.47
1165,travel,de,2025-08-15T09:23:41,import,curated,Q1165 (de/travel): outline table prompt summarize policy visualize explain impact regulation dataset compare table.,0,"creative,tabular",1,33.42
1166,geography,es,2025-05-18T09:54:41,import,curated,Q1166 (es/geography): embedding prompt index visualize response table classify strategy policy evaluate benefit summarize Include figure 519 and version 3.8..,0,short,1,60.99
1167,finance,it,2025-05-31T11:42:41,user,curated,Q1167 (it/finance): format prompt cost table embedding explain evaluate pipeline.,0,reasoning,0,24.95
1168,healthcare,en,2025-07-28T09:10:41,synthetic,draft,Q1168 (en/healthcare): outline index predict format visualize query analyze field.,0,"factual,tabular",0,29.88
1169,entertainment,fr,2025-06-14T09:36:41,user,draft,Q1169 (fr/entertainment): strategy response evaluate predict policy prompt evaluate pipeline field strategy index query regulation.,0,explanatory,1,29.22
1170,technology,es,2025-08-21T09:39:41,user,curated,Q1170 (es/technology): compare policy cost predict regulation table field cost.,0,"factual,howto,reasoning",1,28.2
1171,history,en,2025-09-05T10:00:41,user,rejected,Q1171 (en/history): field trend impact prompt cost visualize compose normalize Include figure 348 and version 4.2..,0,"code,creative,howto",0,27.88
1172,history,it,2025-06-05T09:49:41,import,draft,Q1172 (it/history): dataset prompt explain evaluate format format analyze compose design strategy response analyze design predict.,0,explanatory,0,43.2
1173,environment,en,2025-09-10T09:53:41,user,draft,Q1173 (en/environment): classify field cost response design outline benefit policy dataset explain.,0,"reasoning,summary",1,29.77
1174,history,en,2025-07-26T12:00:41,synthetic,draft,Q1174 (en/history): visualize dataset outline policy explain response dataset index explain compare.,0,"creative,math",1,27.01
1175,travel,fr,2025-09-04T09:43:41,user,draft,Q1175 (fr/travel): response table visualize pipeline query compose cost dataset field trend summarize.,0,"factual,long",0,33.01
1176,education,it,2025-11-07T10:02:41,import,draft,Q1176 (it/education): field strategy format dataset token compose analyze predict benefit predict policy embedding predict.,0,tabular,1,30.4
1177,environment,en,2025-06-26T09:19:41,synthetic,draft,Q1177 (en/environment): field query regulation cost explain impact normalize policy Include figure 82 and version 1.1..,0,"math,summary",1,37.06
1178,technology,it,2025-10-25T11:23:41,synthetic,draft,Q1178 (it/technology): regulation visualize visualize response pipeline predict compose cost.,0,narrative,1,22.7
1179,entertainment,en,2025-08-14T11:21:41,synthetic,draft,Q1179 (en/entertainment): normalize dataset cost pipeline design cost analyze normalize dataset format table embedding strategy.,0,"howto,summary",0,33.38
1180,sports,it,2025-07-16T10:06:41,synthetic,draft,Q1180 (it/sports): dataset format query format impact policy policy predict benefit visualize classify classify design.,0,"explanatory,short",1,38.46
1181,healthcare,de,2025-08-09T09:14:41,user,rejected,Q1181 (de/healthcare): design field query table regulation risk classify query compose.,0,reasoning,1,28.2
1182,history,es,2025-08-02T11:07:41,synthetic,rejected,Q1182 (es/history): token token benefit prompt query summarize compare index strategy response Include figure 902 and version 2.3..,0,"explanatory,math,reasoning",0,45.76
1183,literature,en,2025-10-23T09:19:41,import,rejected,Q1183 (en/literature): dataset embedding normalize cost classify regulation trend cost impact predict Include figure 19 and version 2.3..,0,"creative,long",1,56.89
1184,art,fr,2025-07-13T10:48:41,user,curated,Q1184 (fr/art): cost response index index table outline embedding index visualize format compose compose token compare.,0,"reasoning,short",0,28.23
1185,food,en,2025-07-24T10:04:41,user,draft,Q1185 (en/food): compare compare field summarize evaluate benefit regulation response cost.,0,"howto,narrative,tabular",1,33.72
1186,environment,en,2025-09-29T10:15:41,user,draft,Q1186 (en/environment): visualize regulation policy outline response policy token normalize trend analyze compare trend embedding.,0,summary,1,29.99
1187,food,en,2025-09-04T11:23:41,user,draft,Q1187 (en/food): field cost strategy explain visualize classify query visualize evaluate predict design evaluate index summarize.,0,"code,creative,factual",0,40.69
1188,education,en,2025-06-29T11:24:41,user,rejected,Q1188 (en/education): benefit dataset regulation design compose compare explain pipeline format classify design normalize benefit Example: for(i=0;i<n;i++){ compute(); }.,1,math,1,75.88
1189,healthcare,en,2025-07-19T13:51:41,import,draft,Q1189 (en/healthcare): format analyze predict prompt predict policy token query token Include figure 908 and version 1.3..,0,math,1,36.39
1190,sports,en,2025-10-30T09:21:41,user,curated,Q1190 (en/sports): cost regulation evaluate evaluate compose pipeline format token.,0,howto,1,21.54
1191,science,fr,2025-08-04T10:00:41,user,curated,Q1191 (fr/science): compose embedding embedding query token classify summarize index Include figure 530 and version 1.7..,0,"howto,tabular",0,37.2
1192,history,it,2025-07-07T10:00:41,synthetic,draft,Q1192 (it/history): token compare design classify strategy dataset normalize query strategy query Include figure 419 and version 1.5..,0,"code,factual,short",0,45.78
1193,finance,en,2025-11-10T08:55:41,user,curated,Q1193 (en/finance): explain outline field policy trend cost pipeline normalize trend.,0,code,1,28.1
1194,environment,fr,2025-06-13T10:31:41,user,curated,Q1194 (fr/environment): response design trend analyze pipeline index response trend outline impact predict benefit query index.,0,long,0,43.53
1195,sports,it,2025-08-28T09:04:41,user,draft,Q1195 (it/sports): policy outline query compose impact dataset classify prompt strategy.,0,"narrative,reasoning,summary",1,19.43
1196,history,en,2025-09-08T09:01:41,synthetic,draft,Q1196 (en/history): policy response compose explain benefit classify table dataset normalize summarize predict cost risk predict.,0,code,1,35.99
1197,sports,en,2025-10-04T10:51:41,user,draft,Q1197 (en/sports): outline token trend table strategy embedding summarize token analyze embedding benefit strategy predict.,0,factual,0,37.66
1198,environment,en,2025-09-06T10:08:41,user,draft,Q1198 (en/environment): table analyze index predict visualize impact pipeline policy.,0,"howto,narrative,reasoning",1,24.88
1199,finance,en,2025-09-13T13:32:41,user,draft,Q1199 (en/finance): table benefit predict response classify dataset explain explain compose impact.,0,"code,long,reasoning",0,32.66
1200,entertainment,es,2025-07-05T09:33:41,import,draft,Q1200 (es/entertainment): table field benefit predict analyze policy summarize format trend.,0,narrative,1,33.08
1201,finance,en,2025-09-04T10:21:41,user,draft,Q1201 (en/finance): dataset predict outline trend classify design predict classify token format prompt regulation strategy pipeline.,0,tabular,1,26.52
1202,food,de,2025-09-06T10:31:41,synthetic,curated,Q1202 (de/food): compare table index table evaluate regulation summarize trend outline field benefit benefit summarize.,0,code,1,37.62
1203,technology,it,2025-06-08T09:18:41,user,draft,Q1203 (it/technology): field regulation compare dataset predict regulation regulation prompt query prompt regulation risk pipeline trend Include figure 556 and version 5.7..,0,"howto,math,summary",1,59.39
1204,environment,it,2025-09-21T11:20:41,synthetic,draft,Q1204 (it/environment): query summarize classify response predict classify field predict summarize compose pipeline Include figure 39 and version 5.3..,0,"factual,long,summary",0,60.78
1205,travel,it,2025-06-28T11:59:41,user,draft,Q1205 (it/travel): design impact regulation trend classify benefit query response normalize index benefit Include figure 705 and version 3.3..,0,reasoning,1,40.34
1206,entertainment,en,2025-06-03T09:29:41,import,curated,Q1206 (en/entertainment): design token summarize cost compose normalize policy design query token query embedding normalize impact.,0,short,1,49.21
1207,entertainment,fr,2025-06-07T09:45:41,import,draft,Q1207 (fr/entertainment): design dataset compose explain analyze query dataset index prompt format regulation.,0,"code,narrative,summary",1,31.94
1208,sports,en,2025-10-16T10:17:41,import,curated,Q1208 (en/sports): summarize classify index query regulation design index strategy pipeline visualize normalize policy Include figure 272 and version 1.4..,0,"long,reasoning",1,56.56
1209,literature,it,2025-10-17T13:55:41,synthetic,curated,Q1209 (it/literature): token visualize design compose predict regulation format outline.,0,creative,1,27.29
1210,science,fr,2025-11-03T10:05:41,user,draft,Q1210 (fr/science): index query trend table policy query cost risk embedding embedding.,0,"factual,tabular",1,26.75
1211,finance,fr,2025-09-25T10:12:41,user,draft,Q1211 (fr/finance): summarize risk prompt prompt query benefit format trend classify policy.,0,"howto,narrative,tabular",1,25.55
1212,food,fr,2025-08-30T14:34:41,synthetic,curated,Q1212 (fr/food): format prompt regulation compose summarize predict design analyze format Include figure 727 and version 4.9..,0,"code,creative,factual",1,50.01
1213,healthcare,en,2025-08-27T09:49:41,user,draft,Q1213 (en/healthcare): predict summarize pipeline classify token cost compose format outline strategy regulation field risk query.,0,"creative,summary,tabular",1,47.63
1214,finance,fr,2025-06-01T10:41:41,user,rejected,Q1214 (fr/finance): field explain cost format strategy response classify summarize visualize cost summarize prompt summarize Include figure 733 and version 1.4..,0,long,0,56.12
1215,food,de,2025-09-25T09:40:41,user,draft,Q1215 (de/food): explain compare policy table benefit field response token trend explain.,0,code,1,30.15
1216,finance,en,2025-06-12T09:45:41,user,curated,Q1216 (en/finance): impact classify response format impact design table explain outline benefit regulation.,0,creative,1,18.06
1217,economics,en,2025-10-20T09:56:41,import,draft,Q1217 (en/economics): risk response prompt analyze field evaluate predict summarize strategy classify design explain format.,0,"creative,summary",1,33.02
1218,economics,it,2025-11-02T10:01:41,import,curated,Q1218 (it/economics): query prompt visualize predict policy summarize compose table outline design table Include figure 155 and version 1.1..,0,code,1,44.03
